LAMMPS data file via write_data, version 11 Aug 2017, timestep = 0

2000 atoms
2 atom types

0.0000000000000000e+00 3.3528957402558703e+01 xlo xhi
0.0000000000000000e+00 3.3528957402558703e+01 ylo yhi
0.0000000000000000e+00 3.3528957402558703e+01 zlo zhi

Masses

1 63.546
2 91.22

Atoms # atomic

1945 2 2.3532364772199341e+00 1.9698156990317992e+00 4.1817829844946752e+00 1 1 1
1236 2 2.0322784805356835e+00 1.8166632766465611e+00 1.6593610847369744e+00 0 0 0
268 1 9.4086618658690419e-02 3.5113759531827121e-01 3.0890205432204234e+00 1 1 1
1967 2 1.6753808729042518e+01 1.5380004514551953e+01 4.6739284569409447e+00 0 1 1
762 1 2.8394229682569923e+00 2.6343007477461022e-01 6.2802352807863082e+00 -1 2 0
615 1 4.5059702744266437e+00 4.0113228013463349e+00 3.1076929232866264e+00 1 0 1
1837 2 5.5244420163554171e+00 2.9246016840289228e+00 6.7989494555217378e-01 0 2 0
1288 2 4.7755372926868631e+00 2.5636554272000938e+00 5.8667402073187533e+00 1 1 0
1280 2 4.9525565678361056e+00 5.4042755047326607e-01 3.1957704880570597e+00 -1 1 0
1442 2 7.1547143429191973e+00 3.3316533831873612e+00 3.5379669595865391e+00 1 2 0
1396 2 7.9432700351421621e+00 1.5570563627246421e+00 1.1310947960129512e+00 -1 1 2
1017 2 7.4647875283787579e+00 5.3697004872350751e-01 4.7979645420403205e+00 0 0 0
281 1 8.5431525459856328e+00 2.3334041790084927e+00 6.4893405647955635e+00 1 0 0
807 1 1.0209189298023020e+01 2.7699501608739907e+00 1.9205748328634920e+00 0 1 1
1627 2 1.0286266068909152e+01 1.6373630827216603e+00 4.8491942688352436e+00 0 1 0
419 1 1.1408655362019468e+01 1.0869919274982773e+00 5.4072965902330328e-01 -1 2 1
388 1 9.5075438763793994e+00 3.8133563952304113e+00 4.5607302381739467e+00 0 1 1
872 1 1.2494404631553756e+01 4.1574522941758509e+00 5.1872523879401919e+00 2 2 1
651 1 1.2659351575148152e+01 2.5257754404183435e+00 3.1616990221065171e+00 0 2 1
1253 2 1.5075503369843997e+01 8.7616891024655130e-01 2.9256178187928423e+00 1 0 1
1700 2 1.3692595495359393e+01 1.9167927098166098e+00 1.7171209364370019e-01 0 0 1
524 1 1.5546382057489931e+01 3.7762894459891130e+00 1.9241309518047127e+00 0 1 0
196 1 1.2995212105868145e+01 1.8400571373150956e+00 5.4238995996891166e+00 0 0 1
1321 2 1.5441676445412384e+01 3.4778273711748504e+00 4.5303016725544420e+00 0 1 0
1921 2 1.5385037276728784e+01 1.2597382691843473e+00 6.6413057219959652e+00 1 1 1
